trend trendClass trendLength tokensPerTweet mentionsPerTweet hashTagsPerTweet tweetsWithUrl tweetsWithReplies retweetsPerTweet favoritesPerTweet urlsPerTweet mediasPerTweet tweetsPerUser uniqueUsersCount userStatusesPerUser listedUsersPerUser userFollowersPerUser userFriendsPerUser avgVerifiedUsers
towie, Event, 5, 5.44109947643979, 0.34659685863874345, 0.774869109947644, 0.0, 0.1175392670157068, 0.0, 0.0, 0.0, 0.01806282722513089, 1.3560525381611643, 2817, 7153.2073127440535, 1.2719204827831025, 620.5062122825701, 590.5126020589279, 3.549875754348598E-4
cheltenhamfestival, Event, 18, 6.027061855670103, 0.28737113402061853, 1.5296391752577319, 0.0, 0.10438144329896908, 0.0, 0.0, 0.0, 0.1172680412371134, 1.308600337268128, 593, 6057.58347386172, 5.015177065767285, 929.9190556492412, 597.381112984823, 0.003372681281618887
championsleague, Event, 15, 6.129770992366412, 0.2366412213740458, 1.9732824427480915, 0.0, 0.07251908396946564, 0.0, 0.0, 0.0, 0.026717557251908396, 1.212962962962963, 216, 4442.449074074074, 2.009259259259259, 419.52314814814815, 584.5370370370371, 0.0
firstdates, Event, 10, 5.458937198067633, 0.12721417069243157, 1.2173913043478262, 0.0, 0.057971014492753624, 0.0, 0.0, 0.0, 0.024154589371980676, 1.9285714285714286, 322, 8354.732919254659, 3.562111801242236, 612.9099378881988, 534.72049689441, 0.003105590062111801
100happydays, Meme, 12, 5.680555555555555, 0.17592592592592593, 1.9212962962962963, 0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.6620370370370371, 1.1020408163265305, 196, 4706.882653061224, 5.362244897959184, 300.33673469387753, 395.2448979591837, 0.0
lineofduty, Event, 10, 6.056872037914692, 0.36018957345971564, 1.1990521327014219, 0.0, 0.18009478672985782, 0.0, 0.0, 0.0, 0.004739336492890996, 1.4551724137931035, 145, 6322.08275862069, 5.655172413793103, 486.5103448275862, 618.3103448275862, 0.0
selfie, Meme, 6, 5.1512141280353205, 0.5728476821192053, 0.7251655629139073, 0.0, 0.2693156732891832, 0.0, 0.0, 0.0, 0.3984547461368653, 1.0734597156398105, 844, 10291.310426540284, 5.709715639810427, 938.8009478672985, 768.5331753554502, 0.001184834123222749
barca, Event, 5, 7.918547595682041, 0.29931305201177627, 0.3680078508341511, 0.0, 0.2129538763493621, 0.0, 0.0, 0.0, 0.01717369970559372, 1.2769423558897244, 1596, 8713.61090225564, 3.3157894736842106, 711.4310776942356, 626.1347117794486, 0.0012531328320802004
cheltfest, Event, 9, 7.420289855072464, 0.2898550724637681, 1.5289855072463767, 0.0, 0.10869565217391304, 0.0, 0.0, 0.0, 0.08695652173913043, 1.2545454545454546, 110, 6343.5, 3.3727272727272726, 410.09090909090907, 547.2363636363636, 0.0
secreteaters, Event, 12, 5.432258064516129, 0.2064516129032258, 1.1548387096774193, 0.0, 0.0967741935483871, 0.0, 0.0, 0.0, 0.025806451612903226, 1.2916666666666667, 120, 8414.008333333333, 6.55, 633.975, 665.0833333333334, 0.0
