trend, trendClass, trendLength, tokensPerTweet, mentionsPerTweet, hashTagsPerTweet, tweetsWithUrl, tweetsWithReplies, retweetsPerTweet, favoritesPerTweet, urlsPerTweet, mediasPerTweet, tweetsPerUser, uniqueUsersCount, userStatusesPerUser, listedUsersPerUser, userFollowersPerUser, userFriendsPerUser, avgVerifiedUsers
100happydays_April_2_4,  Meme,  12,  6.899521531100478,  0.2631578947368421,  1.7751196172248804,  0.21052631578947367,  0.028708133971291867,  0.0,  0.0,  0.21052631578947367,  0.6794258373205742,  1.077319587628866,  194,  5041.0,  5.572164948453608,  331.80927835051546,  446.2680412371134,  0.0
psg_April_2_4,  Event,  3,  7.173494983277592,  0.2846989966555184,  0.43812709030100333,  0.020066889632107024,  0.1793478260869565,  0.0,  0.0,  0.020066889632107024,  0.032190635451505016,  1.288099084544965,  1857,  9734.691437802909,  4.216478190630048,  693.4986537425956,  586.6149703823371,  0.0
rickydillonto800k_April_2_4,  Meme,  17,  7.554455445544554,  1.9306930693069306,  1.0346534653465347,  0.0,  0.9257425742574258,  0.0,  0.0,  0.0,  0.0,  20.2,  10,  10529.6,  3.5,  1049.7,  856.5,  0.0
trndnl_April_2_4,  Meme,  6,  8.251572327044025,  0.35094339622641507,  1.4,  0.6213836477987421,  0.14465408805031446,  0.0,  0.0,  0.6213836477987421,  0.28679245283018867,  159.0,  5,  28508.4,  17.6,  1627.4,  46.8,  0.0
vision2022_April_2_4,  Event,  10,  8.355140186915888,  0.45794392523364486,  1.2476635514018692,  0.014018691588785047,  0.056074766355140186,  0.0,  0.0,  0.014018691588785047,  0.07476635514018691,  14.266666666666667,  15,  3227.133333333333,  4.733333333333333,  335.6666666666667,  412.53333333333336,  0.0
autismawareness_April_2_4,  Event,  15,  7.164251207729468,  0.5845410628019324,  1.5893719806763285,  0.09178743961352658,  0.3864734299516908,  0.0,  0.0,  0.0966183574879227,  0.3671497584541063,  1.4475524475524475,  143,  9214.643356643357,  7.888111888111888,  774.8461538461538,  689.0769230769231,  0.0
help5yearoldmarleywalk_April_2_4,  Meme,  22,  6.629441624365482,  1.8426395939086295,  1.0,  0.0,  1.0,  0.0,  0.0,  0.0,  0.0,  197.0,  1,  5249.0,  6.0,  2044.0,  2044.0,  0.0
psgvcfc_April_2_4,  Event,  7,  5.470238095238095,  0.1130952380952381,  1.7321428571428572,  0.05357142857142857,  0.07738095238095238,  0.0,  0.0,  0.05357142857142857,  0.041666666666666664,  1.263157894736842,  133,  8081.804511278196,  5.977443609022556,  577.4436090225564,  591.7293233082706,  0.0
ucl_April_2_4,  Event,  3,  6.951219512195122,  0.28353658536585363,  1.7164634146341464,  0.051829268292682924,  0.07621951219512195,  0.0,  0.0,  0.051829268292682924,  0.04878048780487805,  1.569377990430622,  209,  9246.77990430622,  3.574162679425837,  746.7751196172248,  772.8612440191388,  0.0
fightforyashika_April_2_4,  Meme,  15,  7.025974025974026,  1.1168831168831168,  1.2532467532467533,  0.05844155844155844,  0.4675324675324675,  0.0,  0.0,  0.05844155844155844,  0.05194805194805195,  1.5247524752475248,  101,  6617.633663366337,  14.851485148514852,  946.5544554455446,  875.9207920792079,  0.0
throwbackthursday_April_3_4,  Meme,  17,  4.021671826625387,  0.7554179566563467,  2.071207430340557,  0.1393188854489164,  0.17027863777089783,  0.0,  0.0,  0.14241486068111456,  0.718266253869969,  1.1745454545454546,  275,  9107.225454545454,  5.483636363636363,  961.5236363636363,  811.4,  0.0
tbt_April_3_4,  Meme,  3,  4.297297297297297,  0.6720720720720721,  2.108108108108108,  0.2936936936936937,  0.15675675675675677,  0.0,  0.0,  0.3009009009009009,  0.5963963963963964,  1.1234817813765183,  494,  9064.402834008097,  5.103238866396761,  860.6174089068826,  687.1801619433198,  0.004048582995951417
bbcqt_April_3_4,  Event,  5,  8.21951219512195,  0.22560975609756098,  1.2304878048780488,  0.006097560975609756,  0.12439024390243902,  0.0,  0.0,  0.006097560975609756,  0.01951219512195122,  2.751677852348993,  298,  10990.020134228187,  20.27181208053691,  937.6040268456376,  792.6409395973154,  0.003355704697986577
trndnl_April_3_4,  Meme,  6,  8.585454545454546,  0.3806060606060606,  1.416969696969697,  0.5806060606060606,  0.14424242424242426,  0.0,  0.0,  0.5806060606060606,  0.2290909090909091,  165.0,  5,  28715.0,  17.8,  1631.8,  46.8,  0.0
vamily_April_3_4,  Meme,  6,  5.015580736543909,  1.225212464589235,  1.1444759206798867,  0.007082152974504249,  0.7648725212464589,  0.0,  0.0,  0.007082152974504249,  0.039660056657223795,  6.921568627450981,  102,  18131.980392156864,  13.57843137254902,  2214.3627450980393,  1937.735294117647,  0.0
poormichelle_April_3_4,  Meme,  12,  5.220820189274448,  0.861198738170347,  1.0473186119873816,  0.11041009463722397,  0.38801261829652994,  0.0,  0.0,  0.11041009463722397,  0.3785488958990536,  1.553921568627451,  204,  18208.70588235294,  3.9313725490196076,  735.3382352941177,  562.1029411764706,  0.0
grandnational_April_3_4,  Event,  13,  6.83044982698962,  0.40484429065743943,  1.5709342560553634,  0.05190311418685121,  0.14186851211072665,  0.0,  0.0,  0.05190311418685121,  0.11418685121107267,  1.344186046511628,  215,  6034.59534883721,  4.144186046511628,  512.413953488372,  591.4232558139535,  0.004651162790697674
eastenders_April_3_4,  Event,  10,  5.204910292728989,  0.14353163361661944,  0.7346553352219075,  0.0056657223796034,  0.08026440037771483,  0.0,  0.0,  0.0056657223796034,  0.0226628895184136,  1.1510869565217392,  920,  11061.829347826088,  4.46304347826087,  748.8304347826087,  673.4728260869565,  0.0
ryansnickycomp_April_3_4,  Meme,  14,  3.4759358288770055,  1.6042780748663101,  1.1925133689839573,  0.32085561497326204,  0.9893048128342246,  0.0,  0.0,  0.32085561497326204,  0.37967914438502676,  46.75,  4,  14433.25,  1.0,  1115.5,  1114.5,  0.0
15000kidsandcounting_April_3_4,  Event,  20,  6.734177215189874,  0.08860759493670886,  1.2151898734177216,  0.02531645569620253,  0.056962025316455694,  0.0,  0.0,  0.02531645569620253,  0.012658227848101266,  1.5490196078431373,  102,  4683.725490196079,  3.9411764705882355,  431.47058823529414,  548.7450980392157,  0.0
100happydays_April_3_4,  Meme,  12,  6.882075471698113,  0.21226415094339623,  1.9339622641509433,  0.2028301886792453,  0.009433962264150943,  0.0,  0.0,  0.2028301886792453,  0.6792452830188679,  1.1336898395721926,  187,  4552.24064171123,  5.550802139037433,  334.1550802139037,  446.28877005347596,  0.0
aintree_April_3_4,  Event,  7,  7.360718870346598,  0.4120667522464698,  0.8523748395378691,  0.06546854942233633,  0.18613607188703465,  0.0,  0.0,  0.06546854942233633,  0.12965340179717585,  1.3026755852842808,  598,  7250.859531772575,  5.705685618729097,  847.9866220735786,  608.9949832775919,  0.0016722408026755853
selfie_April_3_4,  Meme,  6,  5.587768969422424,  0.5855039637599094,  0.7202718006795017,  0.12117780294450736,  0.30690826727066817,  0.0,  0.0,  0.12117780294450736,  0.41562853907134767,  1.0847665847665848,  814,  9750.458230958231,  5.694103194103194,  1541.5356265356265,  1231.894348894349,  0.0012285012285012285
15000kids_April_3_4,  Event,  9,  8.066666666666666,  0.18,  1.26,  0.02,  0.08,  0.0,  0.0,  0.02,  0.006666666666666667,  1.5,  100,  5938.8,  5.14,  593.83,  553.25,  0.0
jimstweetfest_April_3_4,  Meme,  13,  4.958333333333333,  1.0763888888888888,  1.0138888888888888,  0.006944444444444444,  0.7777777777777778,  0.0,  0.0,  0.006944444444444444,  0.020833333333333332,  4.5,  32,  9030.5,  3.0,  663.90625,  711.59375,  0.0
help5yearoldmarleywalk_April_3_4,  Meme,  22,  7.050420168067227,  1.73109243697479,  1.0084033613445378,  0.0,  1.0,  0.0,  0.0,  0.0,  0.0,  119.0,  1,  5504.0,  6.0,  2088.0,  2086.0,  0.0
justsaying_April_3_4,  Meme,  10,  6.150442477876106,  0.7079646017699115,  1.3185840707964602,  0.017699115044247787,  0.3274336283185841,  0.0,  0.0,  0.017699115044247787,  0.061946902654867256,  1.0660377358490567,  106,  10078.27358490566,  7.245283018867925,  1025.8207547169811,  799.4716981132076,  0.0
top3apps_April_3_4,  Meme,  8,  9.150943396226415,  0.0,  1.4433962264150944,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  106.0,  1,  92579.0,  31.0,  1837.0,  14.0,  0.0
